i,si1,si2,si3,si4,si5,gi,yi,predicted_gi
731,20.582293,13.681987,8.733333,109.694383,2.155762,32.221355,,31.757233
732,18.365435,1.560174,-4.333333,33.055489,5.404876,27.122605,,29.030102
733,17.356158,11.183191,8.686812,98.778608,13.545953,59.026965,,62.87069
734,17.308971,11.044012,8.728002,107.023453,6.709119,33.326338,,33.188244
735,12.309784,8.427921,0.865755,39.761432,16.873287,61.966081,,64.54242
736,16.212206,2.762911,-4.350447,124.633782,5.87904,38.914323,,36.853626
737,19.342831,8.95817,4.666667,5.263079,0.869139,25.17049,,25.646973
738,12.227281,4.499055,-0.653918,63.758192,6.524359,59.910587,,61.477005
739,10.930871,2.011844,-4.545721,106.599907,12.240029,51.478973,,52.877426
740,11.948588,3.189023,-4.370866,65.354747,21.319638,61.73579,,60.38302
741,15.81713,13.424125,8.727794,120.438088,15.160744,51.083594,,51.133278
742,15.206187,1.071792,-4.344304,72.386545,15.793391,72.971931,,71.84542
743,20.23102,3.637298,-4.397203,26.984127,12.298641,42.361072,,41.23616
744,20.061327,0.806316,-4.333333,182.762701,11.733793,44.325448,,42.515945
745,18.113363,6.625831,4.686532,128.111767,19.265928,41.10876,,39.5246
746,5.878595,0.199248,-8.706687,131.754828,8.648169,17.373831,,20.527811
747,19.348846,13.45787,8.733333,135.066066,10.077473,15.242712,,17.692396
748,5.461264,2.949873,-8.620025,148.911543,4.581395,13.259083,,13.881425
749,3.944606,1.400558,0.0,168.435515,16.66001,63.610407,,65.78687
750,7.930208,4.610503,-1.400579,103.331434,12.027225,60.993855,,62.39995
751,9.050038,6.840865,-0.0,30.37374,7.86254,40.0,,42.20486
752,13.503785,1.525041,-4.413649,76.132855,15.421951,72.740101,,73.2062
753,15.449451,14.930846,8.703985,164.20388,2.402895,13.232114,,13.404043
754,18.97624,4.981393,4.568099,34.272876,0.145437,25.779164,,26.983591
755,17.139774,4.460202,2.077986,65.995056,13.140646,68.745295,,70.918495
756,20.437879,0.930678,-4.333333,193.294397,14.501873,67.989083,,68.67274
757,13.107811,4.47366,0.969989,161.258519,12.760141,56.886039,,57.938293
758,14.647373,0.695269,-4.361866,44.437586,20.018935,47.091404,,45.533737
759,20.415737,7.581422,4.666667,199.954625,13.992135,48.388747,,51.120026
760,17.118241,11.421388,8.553512,12.747739,11.562348,29.580014,,30.174417
761,13.003195,9.46605,2.300057,85.096624,5.711708,58.826623,,60.969513
762,21.503484,1.348375,-4.333333,80.86763,1.125759,50.161879,,50.598106
763,1.970116,1.212936,0.0,80.058577,16.102903,87.0,,88.10985
764,15.032431,11.658608,8.605262,22.384529,3.614411,13.263839,,13.471099
765,21.772694,13.577021,8.733333,84.862155,6.168734,40.0,,39.491676
766,13.114634,8.006579,2.491171,122.709177,5.707404,44.655019,,44.857872
767,7.93243,1.637313,-5.959927,197.612257,12.036111,47.796381,,41.69925
768,13.549448,12.387133,8.408434,43.980156,11.907906,42.908515,,43.06028
769,20.574037,5.071466,4.670098,70.816216,17.33849,61.694754,,64.753876
770,6.792712,4.409596,-1.802631,53.248376,19.131322,57.737898,,57.248123
771,14.783334,11.194701,7.957018,58.299607,17.325892,52.439298,,54.94822
772,19.760453,0.155049,-4.333333,37.677908,21.327413,35.711165,,37.074913
773,11.355883,0.72671,-4.453081,4.571925,3.970298,26.446034,,28.794346
774,17.390669,10.018742,4.786714,89.880836,20.473177,52.083643,,50.982025
775,16.602414,9.05202,4.667361,48.728039,0.993341,37.217502,,38.15508
776,17.742827,7.891537,4.666667,173.745309,5.294209,25.17049,,25.689785
777,11.269892,10.945642,4.550989,105.722153,0.194811,40.919749,,42.709885
778,16.622018,10.608802,6.497053,182.827034,14.775058,40.0,,41.41069
779,12.050344,11.720656,6.095787,194.786035,19.905891,16.92791,,19.167791
780,18.943817,4.319655,1.109139,117.085192,12.593159,63.312313,,62.937653
781,14.335906,10.38798,4.528105,23.795077,3.420148,26.013701,,26.467503
782,19.907612,8.350048,4.666667,185.306518,11.052084,36.352582,,37.014076
783,9.897767,5.947812,0.0,118.712154,12.490123,65.376233,,65.91026
784,13.179451,0.92386,-4.416461,176.723061,4.141979,26.654927,,27.365767
785,21.358236,11.702633,8.631082,84.895186,7.132322,40.0,,39.502594
786,5.873095,5.063758,-0.0,121.451477,15.752822,73.734357,,71.38807
787,9.813329,9.117989,-0.0,14.152716,12.164432,56.419677,,57.19925
788,11.343159,11.118811,4.765016,184.954486,3.130198,24.552361,,25.512207
789,15.493306,1.572199,-4.338274,128.415883,8.367998,35.954916,,35.366844
790,13.939789,1.918326,-4.392208,20.899934,8.724523,26.792265,,28.105734
791,9.811801,8.243102,-0.0,140.045015,12.688317,59.468245,,60.110115
792,19.000414,7.278441,4.666667,79.160866,0.426833,48.425149,,48.318314
793,18.697134,13.357135,8.733333,16.98095,12.706761,35.325362,,37.416298
794,12.687634,11.984404,8.146651,42.895774,20.508314,24.745116,,25.910618
795,11.776138,11.015116,4.732385,49.75978,2.351201,36.819289,,38.220245
796,3.657418,0.769978,0.0,45.330627,16.107295,73.201183,,74.062416
797,17.58641,1.093279,-4.333333,140.600878,21.351501,27.122605,,26.232025
798,3.237981,1.327912,0.0,150.830517,13.395482,63.82887,,63.876457
799,14.359835,11.975263,8.127806,109.457327,15.832643,56.260396,,55.023994
800,16.058947,14.145122,8.733333,110.696684,6.660551,31.794495,,31.578878
801,11.486794,10.255734,2.40472,126.114558,10.098493,43.150674,,42.951653
802,19.164399,1.981244,-4.333333,197.09139,1.056629,27.122605,,27.129604
803,18.632171,10.840868,7.646156,126.855641,8.477746,22.385542,,23.860537
804,16.583064,1.655302,-4.333333,120.091123,7.95776,39.264885,,38.34827
805,14.927576,1.762393,-4.352435,181.837391,6.326849,27.015771,,27.49876
806,16.006964,9.610769,4.71439,114.167327,17.96768,48.753516,,49.84218
807,10.502936,4.932213,-0.239211,67.083984,9.911618,63.60644,,64.329346
808,17.876098,9.80718,4.744092,191.427832,17.745915,40.547719,,44.503212
809,12.502333,11.236972,5.013091,87.984624,17.383805,60.67861,,63.678146
810,10.706694,8.747786,-0.0,120.308519,6.225073,51.152966,,51.449516
811,11.31591,11.100485,4.747962,144.052472,1.502803,24.660386,,25.497736
812,21.340197,3.522404,-4.3902,135.755668,1.208476,26.8036,,27.534306
813,21.674824,11.024363,8.730387,42.551802,14.025498,48.744058,,52.056274
814,15.480627,14.558978,8.706483,16.324675,9.334283,13.588333,,13.681534
815,17.208796,13.003954,8.733333,54.895882,19.92169,33.645836,,36.133583
816,14.891341,1.293518,-4.353756,173.503677,9.181059,27.008379,,27.361067
817,10.285612,5.496549,0.0,111.871413,3.389283,55.188865,,56.167984
818,17.959178,5.537982,4.792591,92.925554,11.879984,56.522023,,55.271507
819,16.819123,10.275427,5.204478,86.06018,20.61601,48.477724,,48.516846
820,14.543637,8.969125,4.223872,154.797184,14.541011,50.716953,,50.861717
821,14.555028,11.840459,7.357431,130.784084,8.682464,18.980278,,19.62658
822,17.940288,5.514794,4.783595,131.545854,5.697792,30.151125,,28.79349
823,20.078339,3.090418,-4.365975,32.204181,18.654068,39.06998,,38.448097
824,16.378791,1.299998,-4.333333,86.475365,20.791234,73.00879,,66.452324
825,15.818582,11.579009,8.553783,101.017217,8.293996,35.577559,,35.856407
826,20.833251,3.085118,-4.36572,75.066456,1.480164,49.997692,,50.458595
827,9.95585,5.824074,-0.0,96.074446,3.994799,63.202042,,64.2991
828,15.593449,8.276678,4.672955,68.484281,12.666448,60.458424,,59.982323
829,21.159992,3.434299,-4.385592,155.429288,4.089471,26.829591,,27.658112
830,12.941385,9.629109,2.19341,76.788772,6.411864,59.23088,,61.78705
831,10.951651,7.267206,-0.0,142.311285,10.15661,41.592029,,41.94355
832,20.573538,2.277683,-4.336012,96.186681,7.633504,46.757437,,46.6354
833,12.43339,11.728979,5.988436,145.836044,6.999646,14.703444,,14.670394
834,7.64408,1.509095,-6.401118,187.511848,10.118121,17.964433,,16.770702
835,14.816361,4.410995,1.770975,103.450881,5.189688,53.444402,,54.676918
836,7.309311,3.560595,-6.94631,180.61375,0.610545,14.011275,,13.163333
837,16.888923,7.963084,4.666667,43.638528,14.485976,55.282293,,55.805244
838,17.840879,1.372481,-4.333333,174.643868,3.493678,27.122605,,27.620916
839,14.066947,6.079731,3.729218,16.538586,17.658577,45.418414,,47.58201
840,14.867033,1.572694,-4.354487,93.080683,8.988755,48.352397,,46.946472
841,17.854674,1.684259,-4.333333,4.385965,7.202621,27.122605,,28.627426
842,14.154668,11.766418,6.536246,161.65611,16.412324,38.424557,,38.876163
843,14.964209,4.373555,1.520522,35.8419,16.419742,59.94183,,63.112602
844,10.509052,9.053002,-0.0,33.078449,3.827009,40.0,,42.391365
845,18.351943,14.46634,8.733333,36.320693,2.585986,15.735906,,18.82581
846,19.484467,6.487275,4.701628,138.287313,3.828826,24.952347,,25.431547
847,21.082851,10.421283,5.72369,42.752704,13.803002,49.585974,,50.208603
848,16.66691,11.371489,8.586521,59.620972,18.521586,49.916272,,48.964966
849,10.795485,6.489635,-0.0,153.667029,11.221823,50.438141,,51.314743
850,17.772026,9.832471,4.748515,100.230019,3.646802,42.612488,,43.30757
851,20.316727,1.646326,-4.333333,181.892961,15.714716,67.989083,,65.31617
852,18.081852,14.006398,8.733333,11.570581,19.954821,15.366672,,18.05171
853,21.504784,2.811912,-4.352803,87.350386,4.80783,50.063255,,49.877754
854,7.545147,3.992683,-5.934283,114.450949,19.161152,43.889381,,42.271805
855,13.082922,11.967454,7.70156,113.013432,4.660391,30.787675,,30.13461
856,11.680985,7.314057,-0.0,164.763313,18.406629,56.364296,,54.97149
857,15.683142,11.534374,8.522393,25.219765,18.904637,29.926387,,27.157497
858,12.697395,5.940101,1.732333,60.023356,11.514304,57.98929,,61.27838
859,9.671334,4.094082,-4.516216,0.424405,10.501981,32.681825,,32.705418
860,15.435544,0.55852,-4.339211,190.221472,19.577429,36.787858,,36.119553
861,11.192751,10.099424,1.172714,153.259873,1.431676,37.553267,,38.830162
862,12.698572,6.443467,1.734646,150.260832,11.208035,45.855632,,47.40274
863,11.269895,6.776089,-0.0,27.772967,13.657555,65.648901,,66.754616
864,13.086998,9.147858,2.445311,69.863909,16.138484,78.008825,,75.18719
865,3.119334,0.891049,0.0,30.268112,5.059917,40.0,,42.234985
866,14.988316,4.737172,3.424902,99.344136,0.481181,49.051232,,49.605156
867,14.53379,11.590832,7.246051,161.730451,3.057756,13.848252,,13.422966
868,12.239849,10.446495,3.312771,126.573759,16.929164,54.717479,,54.8627
869,1.893235,1.879983,0.0,137.6803,21.334834,40.0,,40.96203
870,7.637716,1.952272,-6.413038,127.914044,8.509477,22.413078,,23.13121
871,12.740094,1.385285,-4.397537,145.864345,21.855411,26.762153,,26.347122
872,19.174992,0.117304,-4.333333,171.969142,7.180656,27.122605,,27.62949
873,7.008049,6.346641,-0.0,125.391076,3.017543,48.100175,,50.608078
874,20.840809,9.833598,4.748715,36.118275,8.46458,27.4016,,27.902225
875,12.305006,10.843838,4.313248,114.661309,12.377988,51.063785,,51.44896
876,19.666908,7.968139,4.666667,32.713231,13.944379,48.169093,,49.69639
877,17.935994,1.632269,-4.333333,181.210347,11.91534,45.137607,,44.226982
878,20.971571,9.476496,4.697466,15.468557,6.929855,24.978416,,25.565258
879,4.657645,1.897498,0.0,67.70693,3.505188,65.668322,,67.03825
880,12.101852,2.01455,-4.375013,116.123509,3.357557,39.014766,,39.565304
881,9.7891,1.478911,-4.855299,95.047031,3.012917,44.701686,,44.577698
882,5.579217,2.130409,-8.719323,161.064097,15.615669,68.308178,,68.10893
883,13.726178,2.523769,-4.402496,106.155628,10.227018,42.486599,,42.92121
884,14.495984,2.943734,-4.367807,45.462066,2.491966,39.043464,,38.71891
885,8.45877,4.762197,-1.000419,141.896995,15.419335,68.292652,,66.412285
886,13.71712,4.746435,2.497192,29.726511,3.959695,34.283411,,36.412888
887,21.797379,3.26345,-4.375153,131.623236,17.680698,49.065289,,50.06524
888,12.698923,3.765628,-4.406138,126.79651,11.307034,45.219888,,44.97101
889,19.374029,13.393836,8.733333,45.86125,12.065644,44.775031,,44.986534
890,15.259808,10.548348,6.241319,36.445603,4.572585,17.30477,,18.120213
891,8.811256,8.336069,-0.0,33.270502,17.260955,60.470404,,62.482643
892,8.398679,2.766505,-5.529458,29.921418,11.582772,33.24704,,33.128807
893,18.263225,3.180463,-4.37043,40.54948,12.562514,48.134504,,47.721825
894,8.381234,1.160202,-5.541857,190.99178,9.284897,18.787416,,21.273252
895,14.397945,13.707006,8.56748,3.181668,15.865439,40.0,,41.089996
896,16.426969,10.600728,6.461681,191.50287,1.609043,14.296189,,13.119109
897,13.367935,8.366835,2.890267,5.138457,13.086962,52.07753,,55.09146
898,17.493369,4.701435,3.267867,194.222133,18.963502,45.237206,,42.963997
899,12.729132,2.493053,-4.397212,59.519135,9.873623,42.885353,,43.17427
900,19.524738,9.337459,4.683222,105.014616,14.356703,59.579834,,60.09897
901,20.685243,14.819021,8.733333,172.467842,6.676409,13.222719,,13.518977
902,6.240473,2.55648,-8.685885,179.280981,13.363679,60.534443,,59.162865
903,6.109832,3.866884,-8.400645,37.802111,6.135851,18.245422,,18.643728
904,19.12735,5.95199,4.787343,132.143911,17.590371,42.654785,,44.24083
905,14.435653,1.109922,-4.370065,188.246188,17.515721,48.377424,,52.403976
906,10.450664,10.261441,2.440458,195.141425,20.989912,34.445051,,35.103775
907,20.339001,6.035825,4.771552,21.587051,9.77544,24.510849,,24.974054
908,18.482848,14.742528,8.733333,35.779846,10.051422,16.831057,,20.24016
909,14.727272,6.03276,4.41325,149.310285,13.195977,46.105243,,47.020935
910,17.005783,9.310079,4.680631,9.893705,18.53768,37.968624,,38.305466
911,17.284318,2.315547,-4.336719,14.256976,0.68641,27.103702,,28.78562
912,19.645073,5.720178,4.833503,97.825104,4.119943,43.386756,,43.702606
913,9.914719,2.41701,-4.827477,169.978764,20.759077,24.146416,,25.77074
914,12.271365,11.371686,5.227676,199.408289,20.854287,21.3072,,21.25315
915,19.622602,13.066667,8.733333,0.878523,9.965657,14.138769,,13.885386
916,10.818604,5.261651,-0.0,108.521493,17.838316,67.347131,,69.8069
917,20.122351,10.283036,5.225349,172.269635,20.435342,21.324754,,21.886826
918,10.950014,4.41223,-1.992931,181.827805,14.79978,68.194309,,69.356544
919,19.588046,7.95944,4.666667,169.070112,8.19131,25.17049,,25.32051
920,14.165687,12.486351,8.527379,175.774577,8.925305,13.313115,,13.561991
921,10.650987,8.962353,-0.0,149.236448,9.654126,40.0,,40.15921
922,19.961585,5.02967,4.667459,23.497876,14.930282,48.420875,,49.18342
923,5.260273,4.488375,-1.464395,101.804451,10.231547,55.194291,,53.64389
924,17.234663,6.788888,4.6735,33.766353,20.971812,25.128,,27.056778
925,17.8308,6.339685,4.721766,166.222301,7.803356,24.825858,,25.069836
926,12.653739,5.394095,1.644717,185.602171,7.458459,36.480498,,37.116287
927,13.550174,8.374788,3.132233,33.896886,19.708921,38.063125,,36.923813
928,21.779043,11.13818,8.703811,176.747464,11.999554,32.086212,,32.65991
929,12.603275,6.365022,1.538505,77.572579,16.484242,77.434642,,80.9853
930,13.289497,6.440337,2.772567,76.513892,2.747298,57.016127,,59.236145
931,5.029149,1.873091,-8.732816,54.290585,9.971166,32.039341,,32.639145
932,7.41977,0.36651,-6.914002,173.576629,1.644488,14.029524,,13.352575
933,9.895099,4.352779,-2.578202,148.300491,14.593493,68.116477,,69.33314
934,20.181488,4.762809,3.536937,89.574546,15.480336,75.854697,,73.39398
935,12.817725,9.805352,1.966277,141.927772,20.216913,35.699043,,38.122253
936,16.729479,14.354039,8.733333,188.866257,14.521582,40.0,,41.573105
937,17.29221,14.035963,8.733333,34.823575,15.182308,40.0,,41.933624
938,17.581707,6.868295,4.669593,48.919257,18.781919,45.998006,,46.516853
939,6.249077,3.607176,-8.469894,128.185825,10.293838,26.531952,,25.953438
940,20.643538,11.458469,8.527456,161.722502,10.086531,15.365537,,17.36598
941,12.272202,11.389911,5.263816,170.674201,17.734292,37.910909,,39.77975
942,16.138175,11.109721,8.712879,79.623529,18.144879,57.258974,,56.859077
943,11.484884,11.155325,4.808176,23.098762,4.189594,24.275058,,24.960907
944,16.962528,1.588806,-4.333333,16.05619,0.564811,27.122605,,28.775145
945,18.467524,10.223406,5.072685,72.093524,1.249929,46.138168,,46.505768
946,10.177552,6.948909,-0.0,165.78111,3.144583,40.0,,40.45239
947,15.97659,3.182448,-4.370531,42.921941,3.771212,38.851428,,37.894844
948,12.914663,1.477781,-4.405095,158.208065,13.768585,63.310103,,61.542854
949,20.559592,12.353617,8.733333,130.937663,0.649335,18.319178,,17.934025
950,13.447271,2.625146,-4.417021,5.22929,10.39131,31.867797,,32.478477
951,20.080024,2.453549,-4.339919,157.155257,14.925741,67.989655,,67.83075
952,15.028296,9.989808,4.775978,184.512609,2.525357,24.482699,,25.521477
953,16.490071,13.415841,8.733333,98.462626,5.193406,36.575432,,36.850254
954,14.717241,7.748373,4.402142,166.802331,6.359773,26.736106,,26.861263
955,13.473724,10.540535,3.909971,26.270737,3.800638,29.249352,,29.491505
956,20.604908,2.303856,-4.336424,151.956694,7.121535,27.105348,,27.908003
957,17.895017,14.301856,8.733333,185.147236,17.624422,34.67012,,34.935814
958,11.640602,8.113261,-0.0,166.541515,6.591941,40.0,,40.215057
959,15.286107,10.196008,5.012096,51.880232,17.063766,51.917905,,54.219093
960,15.618806,0.548445,-4.336127,42.604353,12.160958,48.217035,,47.380898
961,16.105812,12.138058,8.733333,104.462956,12.203218,48.561675,,51.4059
962,13.187831,11.229283,5.25182,79.47142,16.07424,69.375635,,66.089195
963,19.096676,1.802805,-4.333333,95.821957,17.019746,61.811683,,65.488495
964,16.127124,7.875677,4.666667,198.780728,19.818636,30.325079,,30.60533
965,11.28037,4.887504,-0.410024,120.895692,3.039677,49.960406,,51.9906
966,11.256849,8.196742,-0.0,188.981729,17.46969,59.651956,,62.35878
967,9.490794,5.983211,-0.0,98.088443,4.167094,61.891811,,63.178093
968,14.463886,6.226401,4.141303,87.589312,0.637436,51.117748,,50.705254
969,11.071328,2.711066,-4.518343,154.531114,2.802518,26.070085,,26.986786
970,17.299701,3.830801,-4.41054,148.813313,2.942185,26.688527,,27.373741
971,1.836227,0.308037,0.0,88.580814,2.822841,68.333333,,68.9647
972,20.756551,13.855134,8.733333,10.600011,20.575715,13.658524,,14.830362
973,18.096299,9.805498,4.743802,17.564369,6.011061,24.686733,,25.320196
974,15.083891,13.989204,8.666451,159.597192,20.738944,13.534347,,13.279859
975,19.232143,2.452686,-4.339888,131.116475,14.039311,70.068972,,67.08552
976,15.45181,13.816459,8.704175,6.467111,19.195678,27.779202,,24.611832
977,18.041935,11.919868,8.720471,111.413366,8.075611,31.487779,,31.343008
978,15.904637,8.660913,4.667303,143.960311,5.196442,25.166536,,25.491245
979,9.100248,6.600534,-0.0,22.08161,4.121001,40.0,,42.2976
980,3.966729,3.864206,0.0,43.329475,12.004284,61.038873,,63.188828
981,19.550137,11.279196,8.640976,162.204043,5.612562,13.252341,,13.521288
982,17.632115,3.430042,-4.385274,27.732377,6.728119,26.831385,,28.562275
983,9.820924,0.962806,-4.844642,176.37984,0.34207,24.031482,,24.20857
984,12.105916,11.509943,5.537291,184.711212,12.924738,38.821624,,39.03768
985,17.057147,10.068033,4.821195,2.551113,21.176283,24.18836,,25.943611
986,12.691233,10.728188,4.075697,75.431851,18.696649,58.699573,,60.107445
987,18.643161,9.630912,4.717357,33.562338,0.174687,24.853603,,25.93117
988,14.681721,6.285724,4.366065,108.044559,13.948562,58.709959,,60.66012
989,9.945527,5.861431,-0.0,20.332487,7.904405,40.0,,42.391575
990,21.190648,12.242102,8.733333,7.853549,2.509312,13.222719,,13.114708
991,17.831617,4.761418,3.530669,186.645822,11.897994,44.348532,,45.68228
992,20.894946,12.218097,8.733333,194.318377,9.16127,13.463545,,13.501897
993,12.53536,11.836103,6.477214,72.185604,11.376167,51.500095,,51.689514
994,14.475362,12.783958,8.580285,128.841081,19.494703,32.522201,,31.53551
995,18.209784,7.584549,4.666667,13.58946,3.28671,25.17049,,25.627697
996,18.219527,9.534921,4.704716,41.582399,9.562883,36.056566,,34.27655
997,20.274687,14.263416,8.733333,7.920769,1.298854,13.222719,,13.062957
998,14.358931,6.659462,4.034701,93.871863,8.382661,49.456092,,48.61148
999,9.878145,0.900282,-4.825803,30.019345,15.892128,47.554055,,49.538536
1000,18.50162,13.001248,8.733333,198.261384,2.092623,13.222719,,13.231816
1001,20.192509,9.467831,4.696591,85.41247,14.678189,71.824929,,70.857895
1002,16.510905,5.326105,4.720541,191.074421,6.520812,24.833568,,25.399551
1003,18.643729,14.955049,8.733333,144.849407,13.168381,37.103482,,39.26294
1004,8.931723,3.362572,-5.289372,116.178342,3.340744,33.45154,,34.357056
1005,18.384505,9.786766,4.740817,108.051581,9.600296,38.986149,,39.50004
1006,14.007234,9.07486,3.664319,141.088238,0.279011,30.320583,,31.099892
1007,15.00025,5.808681,4.814975,1.005777,5.038505,24.229814,,25.037846
1008,19.772112,2.132807,-4.334016,156.503156,5.800952,27.118795,,27.965546
1009,18.604096,0.377025,-4.333333,185.371915,11.250475,40.055996,,39.60845
1010,20.412826,6.316684,4.7248,1.659131,4.731868,24.80675,,25.446318
1011,20.826511,2.761504,-4.35038,164.925669,7.614415,27.027258,,27.634493
1012,19.948862,10.886629,7.920498,153.467174,16.451976,38.40898,,37.94905
1013,5.577769,5.55544,-0.0,199.427379,9.099628,40.0,,39.55562
1014,12.652382,12.623401,8.474022,45.530614,1.226556,27.080419,,26.799564
1015,11.974426,11.013445,4.744627,183.908441,8.580619,24.681512,,24.981873
1016,12.068159,8.565388,0.206518,128.399861,10.438647,48.386925,,50.64354
1017,3.093916,2.652826,0.0,21.064037,18.157056,57.313514,,57.076073
1018,17.600446,14.36076,8.733333,53.632183,6.680159,32.051141,,32.32235
1019,10.125879,3.979831,-5.103789,152.768753,18.079383,46.935188,,45.36525
1020,18.270617,13.868713,8.733333,161.102031,12.444955,34.215075,,35.14913
1021,20.623537,3.356556,-4.379948,20.8506,1.196396,26.861388,,28.66244
1022,10.497816,5.603457,-0.0,93.951755,5.720312,64.773621,,64.835815
1023,8.306633,1.312505,-5.598802,43.812378,12.960278,47.54977,,46.043945
1024,20.257799,9.601748,4.713074,184.541581,10.55414,32.389498,,33.00567
1025,9.277334,2.709253,-5.050004,64.064526,4.370314,42.41463,,43.35144
1026,3.621078,0.675767,0.0,171.508762,5.258279,40.0,,40.272003
1027,16.510778,10.847602,7.685778,51.969334,17.164257,50.761627,,52.27536
1028,19.593487,5.211565,4.691494,175.612589,13.580818,46.403245,,48.19512
1029,14.555891,9.909252,4.220726,37.653523,3.170834,33.084699,,32.618744
1030,17.057421,5.758029,4.82585,151.838767,15.754904,47.553791,,45.824936
1031,17.315387,9.410198,4.690034,6.33786,8.833141,25.024894,,25.677956
1032,10.087024,0.324747,-4.763828,128.467831,10.172478,35.359547,,34.094433
1033,17.60921,13.65855,8.733333,113.374183,15.560204,54.52047,,54.060966
1034,21.497485,12.00838,8.733333,75.281909,8.826632,40.0,,39.925083
1035,12.090512,11.187712,4.89471,42.509676,0.316479,34.875058,,34.545097
1036,14.939941,12.196692,8.648543,158.431368,1.64209,13.249908,,13.399217
1037,13.013645,5.749595,2.385467,29.088696,13.0035,53.452434,,55.598846
1038,16.745323,9.259188,4.676866,97.82849,9.812033,44.196301,,43.15084
1039,20.364265,8.632423,4.666667,2.569149,20.385653,25.17049,,26.50239
1040,14.541274,7.950776,4.221456,37.322405,2.087654,32.485701,,32.29133
1041,11.944444,4.126046,-3.297136,97.046091,8.259213,50.853098,,49.51088
1042,17.362655,3.729434,-4.40392,167.645215,12.011975,45.781117,,45.01052
1043,13.898714,6.774582,3.546065,28.211394,2.456924,30.797281,,31.38497
1044,19.413573,3.415692,-4.384209,146.443397,19.898191,29.694442,,31.499521
1045,16.700727,12.066744,8.733333,138.213383,13.932094,39.762449,,41.687996
1046,18.382118,14.791564,8.733333,6.898524,19.919056,16.288211,,18.407797
1047,10.954069,0.449879,-4.540118,97.771453,13.872165,69.876251,,69.10015
1048,11.239503,8.034963,-0.0,194.278082,0.313022,40.0,,39.694542
1049,3.076563,1.306158,0.0,22.490276,6.962511,40.0,,42.2547
1050,12.703091,12.031372,8.465988,148.642755,2.461156,13.310161,,13.459179
1051,21.200564,14.837174,8.733333,127.708274,13.848189,45.943572,,49.49269
1052,5.899737,1.004194,-8.705692,118.836583,1.335608,27.952731,,26.492634
1053,20.905357,14.090975,8.733333,99.724503,14.827888,60.825509,,61.484993
1054,15.736771,0.272663,-4.334843,113.570532,10.50366,41.638786,,43.05903
1055,20.506517,10.257579,5.157134,85.30085,6.722008,45.631944,,45.340866
1056,21.364895,11.756047,8.659327,15.247888,11.359326,28.219576,,28.89797
1057,9.966028,8.012064,-0.0,58.117331,15.554621,81.010503,,80.02658
1058,16.715047,13.280392,8.733333,112.267009,17.899442,47.841194,,48.672737
1059,21.834494,13.485073,8.733333,126.666694,6.947783,22.553902,,23.81904
1060,17.52052,9.389064,4.687889,186.155172,6.848648,25.038296,,25.494009
1061,19.935243,2.068035,-4.33367,195.553832,7.589491,27.120728,,27.236092
1062,12.300635,3.267024,-4.38164,18.719309,14.658708,49.916753,,53.8216
1063,3.00366,2.732116,0.0,132.346989,18.943576,54.552781,,53.711067
1064,13.939934,0.627298,-4.392198,120.55458,16.759144,60.911519,,60.20601
1065,6.317517,1.604125,-8.682543,94.763573,19.268427,59.672795,,56.884995
1066,15.973201,9.246652,4.675984,71.251268,19.167181,56.064106,,56.424927
1067,19.826038,14.094915,8.733333,95.115688,3.801389,37.901883,,38.235092
1068,15.450453,5.316836,4.717767,134.204404,18.704928,37.714967,,36.800407
1069,15.479492,6.159436,4.749955,191.929039,21.110944,24.647756,,24.910389
1070,17.901038,14.765241,8.733333,17.816853,16.944554,36.807989,,39.57994
1071,16.092219,14.183688,8.733333,159.548492,19.250338,27.267572,,25.5834
1072,15.232992,10.14967,4.927121,118.155149,1.483096,35.582109,,36.754025
1073,14.897562,14.824534,8.642903,182.439351,14.229429,40.0,,41.772896
1074,17.893592,11.502471,8.498691,20.225864,7.130125,13.298345,,13.582895
1075,21.2877,5.050489,4.668355,58.658929,14.087632,60.018396,,62.284637
1076,11.087221,9.935728,-0.0,10.317641,19.354523,49.891046,,50.26925
1077,4.315122,3.662479,0.0,100.825636,8.220029,60.345196,,60.36338
1078,20.001448,4.432609,1.912321,153.67515,16.868226,55.694463,,58.686577
1079,13.115923,10.202676,2.739495,56.597075,3.697906,48.517932,,49.530083
1080,8.043247,7.917702,-0.0,45.072049,11.433943,58.993085,,60.118004
1081,19.07091,6.173903,4.74739,66.257929,13.804023,65.05116,,67.80984
1082,10.860506,9.039573,-0.0,90.65027,15.706101,86.679501,,85.39631
1083,20.709501,11.257801,8.652341,147.476928,6.740714,13.248687,,13.674471
1084,10.016454,8.752998,-0.0,101.977131,5.801116,59.751797,,60.5736
1085,13.11511,8.276888,2.491958,76.502838,20.152077,67.537201,,69.52253
1086,16.61427,8.753559,4.666667,181.096643,13.530754,46.314277,,48.241432
1087,16.058681,7.677299,4.666667,193.05155,2.049851,25.17049,,26.187271
1088,15.100705,1.238891,-4.347286,125.653471,13.809338,69.196482,,65.68407
1089,18.055634,10.793552,7.381007,26.406234,4.224617,13.779038,,13.605846
1090,18.000912,14.942342,8.733333,123.660356,17.093223,45.311433,,46.10492
1091,7.649468,5.318015,-0.0,76.604021,19.019011,84.728899,,83.6185
1092,20.156559,14.568882,8.733333,198.23875,7.338795,13.222719,,13.418264
1093,9.25954,5.196731,-0.0,57.365457,2.979108,58.05079,,60.96669
